negativereason,airline,tweet_location,retweet_count,text,sentiment,topic
Late Flight,Southwest,,0,@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z,Negative,1
Late Flight,Southwest,Baltimore,0,"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...",Negative,0
Bad Flight,Southwest,"Washington, DC",0,@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler,Negative,6
Cancelled Flight,Southwest,no where,0,@SouthwestAir most other carriers were flying out way past SW Cancelled Flightlation. @AlaskaAir and @JetBlue got their passengers out much Late Flightr!!!!!,Negative,0
Bad Flight,Southwest,no where,0,"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",Negative,9
Customer Service Issue,Southwest,,0,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,Negative,6
Can't Tell,Southwest,,0,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",Negative,0
Can't Tell,Southwest,,0,"@SouthwestAir worst air line ever, you have no compassion of the handicapped",Negative,9
Cancelled Flight,Southwest,,0,@SouthwestAir you are a bunch of liars! Cancelled Flightled our flight and rebooked us four days Late Flightr!,Negative,0
Damaged Luggage,Southwest,Washington DC,0,@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?,Negative,4
Flight Booking Problems,Southwest,,0,@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,Negative,4
Customer Service Issue,Southwest,,0,@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney,Negative,9
Late Flight,Southwest,,0,@SouthwestAir our flight is delayed till tomorrow curse the weather,Negative,0
Cancelled Flight,Southwest,"Dallas, Tx",0,@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,Negative,0
Bad Flight,Southwest,"Two Guns, Arizona",0,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,Negative,7
Can't Tell,Southwest,,0,@SouthwestAir FIND A WAY TO Cancelled Flight FLIGHT 310!!!!!!!,Negative,0
,Southwest,Texas,0,@SouthwestAir how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?,Negative,0
Cancelled Flight,Southwest,"boulder, co",0,.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,Negative,0
Cancelled Flight,Southwest,Wichita,0,@SouthwestAir Flight 52 got Cancelled Flightled 6 hrs before takeoff. No Customer Service. Been on hold for 30 minutes.,Negative,2
,Southwest,,0,@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.,Negative,3
Customer Service Issue,Southwest,"Rockville, Maryland",0,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,Negative,2
Can't Tell,Southwest,"Herndon, VA",0,@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.,Negative,5
Customer Service Issue,Southwest,,0,@SouthwestAir No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss,Negative,8
Cancelled Flight,Southwest,,0,"@SouthwestAir As a frequent traveler, I've never been treated so coldly &amp; had an airline offer nothing when my flight was Cancelled Flightled. #nolove",Negative,9
Damaged Luggage,Southwest,"31.708674,34.993824",0,"@SouthwestAir - our baggage motto: we don't cover that. Small tear, ripped seam, snow soaked, busted zippers - SORRY http://t.co/LHwFBKFynI",Negative,8
Cancelled Flight,Southwest,,0,"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",Negative,3
Customer Service Issue,Southwest,,0,@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,Negative,6
Cancelled Flight,Southwest,,0,@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying,Negative,0
Damaged Luggage,Southwest,,0,@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes,Negative,9
,Southwest,"Phoenix, Az",0,@SouthwestAir yeah it happens. The PHX airport has extra long waits all spring long. Something locals know but tourist don't just FYI,Negative,6
Customer Service Issue,Southwest,,0,"@SouthwestAir I tried for 5hrs to contact SW! Twitter, fb, phone, email w/ no reply. 24hrs Late Flightr u respond, what could you do at this point?",Negative,6
,Southwest,"Albuquerque, New Mexico, USA",0,@SouthwestAir Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?,Negative,2
Customer Service Issue,Southwest,Ohio,0,@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.,Negative,6
,Southwest,,0,@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is it overbooked? Really don't want to be bumped!,Negative,8
Customer Service Issue,Southwest,,0,@SouthwestAir no I wasn't. After over an hour was too frustrated and had to hang up.,Negative,9
Cancelled Flight,Southwest,"Cambridge, MA",0,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",Negative,2
,Southwest,,0,@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!,Negative,5
Customer Service Issue,Southwest,,0,@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep,Negative,2
Customer Service Issue,Southwest,,0,"@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?",Negative,2
Bad Flight,Southwest,,0,@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded,Negative,5
Cancelled Flight,Southwest,,0,@SouthwestAir while you clearly didn't care about our troubles yday thought I'd share bags took &gt;90min and came back absolutely drenched..,Negative,2
Customer Service Issue,Southwest,Bethesda MD,0,"@SouthwestAir #CustomerServiceFail - - almost missed flight - long slow BWI ticket line: ""Rather make a complaint or your flight?""",Negative,1
Cancelled Flight,Southwest,Baltimore,0,@SouthwestAir I start a new job tomorrow &amp; you Cancelled Flight my flight (1629 BWI-LAX) and you really can't get me on another flight today ?!,Negative,0
Customer Service Issue,Southwest,,0,@SouthwestAir no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,Negative,2
,Southwest,whore island ,0,@SouthwestAir my sister&amp;brother in law need to get to Florida desperately flying w/ @USAirways is there anything you can do?,Negative,7
,Southwest,,0,"@SouthwestAir I was under the impression when there is an 8 hour delay in your flight because of equipment failure, compensation is offered?",Negative,1
,Southwest,"Gloucester, MA",0,@SouthwestAir Can you give me info on Flt 681 out of BDL? I see it's Cancelled Flightled.,Negative,0
Cancelled Flight,Southwest,"Loomis, CA (Near SacTown)",0,@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help,Negative,0
Cancelled Flight,Southwest,"Nashville, TN",0,@SouthwestAir do you ever reinstate Cancelled Flighted flights?,Negative,0
Can't Tell,Southwest,"Loomis, CA (Near SacTown)",0,@SouthwestAir I'm running out of money to keep paying for hotel rooms &amp; food in NYC. You don't help people with $ spent,Negative,0
Cancelled Flight,Southwest,,0,@SouthwestAir  Cancelled Flighted Sunday 9:50AM flight to Dallas..next flight out is Tuesday afternoon. Stranded. #BS #GetMeOuttaHere #SouthwestSucks,Negative,1
Cancelled Flight,Southwest,San Diego CA,0,"@SouthwestAir I use to #LUV swa but after an hour and counting on hold, for a flight they Cancelled Flighted on me? #noluv",Negative,8
Late Flight,Southwest,"Tallahassee, FL",0,"@SouthwestAir ""...you in the 10 hrs we were hanging out there? Oh, no I understand things get crazy n sometimes 10 hours isn't long enough.""",Negative,2
Cancelled Flight,Southwest,"Hershey, PA",0,@SouthwestAir flight Cancelled Flightled out of BWI to PBI. Can't get out until Monday. What are the chances the seats open up for a flight on 2/22?,Negative,0
,Southwest,,0,@SouthwestAir flying flight 3130 tomorrow at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!,Negative,5
Customer Service Issue,Southwest,USA,0,@SouthwestAir now on hold for 2.5 hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL,Negative,2
Cancelled Flight,Southwest,IN,0,@SouthwestAir what happend? Why did flight #668 get Cancelled Flighted for 2/22..I was on hold for over an hour and no help,Negative,0
Can't Tell,Southwest,,0,@SouthwestAir #fail  southwest changes my flight to a different time and city and blames it on me. They won't correct it. #furious,Negative,3
Cancelled Flight,Southwest,,0,"@SouthwestAir Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you.",Negative,0
Damaged Luggage,Southwest,,0,@SouthwestAir weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated,Negative,2
Cancelled Flight,Southwest,,0,@SouthwestAir been waiting for 70 minutes on hold because yall Cancelled Flightled my return flight. Answer the phone!!!,Negative,2
Lost Luggage,Southwest,,0,"@SouthwestAir How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight?  Called 1800IFlySWA, long long waits...",Negative,2
Customer Service Issue,Southwest,"Norfolk, VA",0,@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help,Negative,0
Cancelled Flight,Southwest,"Havertown, Pa.",0,"@SouthwestAir flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight",Negative,8
Cancelled Flight,Southwest,,0,"@SouthwestAir  Flight today from PHL to DAL Cancelled Flightled. 96 min on hold, rebooked for tomorrow. Now that flight is Cancelled Flightled.  On hold again.",Negative,0
Customer Service Issue,Southwest,,0,@SouthwestAir been on hold over an hr to rebook a Cancelled Flighted flight. Do you have anyone working???,Negative,0
Cancelled Flight,Southwest,,0,"@SouthwestAir flight to BOS Cancelled Flightled, no flights till TUESDAY, spent $1000 to get a flight through another airline + $170 for hotel. Refund",Negative,0
Cancelled Flight,Southwest,"New York, NY",0,"@SouthwestAir Flight was Cancelled Flighted, I've been on hold for 50 minutes with no human interaction. I wanna get away.",Negative,2
Customer Service Issue,Southwest,,0,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!,Negative,2
Cancelled Flight,Southwest,"Havertown, Pa.",0,"@SouthwestAir you have the worst service, you Cancelled Flightled all your flights FLL to PHL all @USAirways flights flew. Stuck in FL 3 days. #done",Negative,0
Cancelled Flight,Southwest,"Houston, Texas",0,@SouthwestAir my flight was Cancelled Flighted for tomorrow and hold times are long can I Cancelled Flight a leg with you?,Negative,0
Customer Service Issue,Southwest,Beysus,0,@SouthwestAir your phone lines suck. I have a dilemma.,Negative,3
Cancelled Flight,Southwest,"Havertown, Pa.",2,@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,Negative,6
Cancelled Flight,Southwest,Chicago,0,@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?,Negative,0
